,Premise 1,Premise 2,Premise 3,Conclusion,Argument Group,Phenomenon,Dataset,GPT-3.5,GPT-4
1365,cart,grasshopper,,subway train,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1366,robin,,,sparrow,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,85.0
1367,robin,drill,,sparrow,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,70.0
1368,accordion,,,triangle,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,20.0
1369,accordion,cart,,triangle,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,20.0
1370,tracksuit,,,panties,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1371,tracksuit,squid,,panties,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,30.0
1372,dolphin,,,salmon,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,45.0
1373,dolphin,dungarees,,salmon,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,45.0
1374,lawn mower,,,rope,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,20.0
1375,lawn mower,pants,,rope,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,30.0
1376,tortoise,,,iguana,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,20.0,65.0
1377,tortoise,drill,,iguana,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,50.0
1378,bus,,,truck,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,85.0
1379,bus,trout,,truck,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,60.0
1380,pyjamas,,,bra,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,60.0
1381,pyjamas,donkey,,bra,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1382,wrench,,,level,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,65.0
1383,wrench,bow,,level,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,65.0
1384,owl,,,swan,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,65.0
1385,owl,lawn mower,,swan,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1386,horsefly,,,beetle,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,20.0,65.0
1387,horsefly,pheasant,,beetle,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,60.0
1388,pan,,,place mat,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,30.0
1389,pan,herring,,place mat,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,30.0
1390,sword,,,bazooka,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1391,sword,carp,,bazooka,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,20.0
1392,submarine,,,sled,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,20.0
1393,submarine,lawn mower,,sled,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,45.0
1394,snake,,,caiman,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,65.0
1395,snake,horse,,caiman,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,65.0
1396,butterfly,,,wood louse,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1397,butterfly,double bass,,wood louse,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1398,plate,,,can opener,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,25.0
1399,plate,caterpillar,,can opener,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,30.0
1400,jeep,,,hovercraft,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,30.0
1401,jeep,donkey,,hovercraft,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,60.0
1402,scissors,,,fridge,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,25.0
1403,scissors,wood louse,,fridge,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,25.0
1404,trout,,,dolphin,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,65.0
1405,trout,trailer,,dolphin,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,50.0
1406,spatula,,,place mat,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,25.0
1407,spatula,rhinoceros,,place mat,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,30.0
1408,pistol,,,tank,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,20.0,30.0
1409,pistol,sieve,,tank,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1410,triangle,,,pan flute,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,20.0
1411,triangle,can opener,,pan flute,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,40.0
1412,bus,,,go-cart,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,45.0
1413,bus,shirt,,go-cart,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1414,violin,,,bagpipe,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,60.0
1415,violin,dagger,,bagpipe,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,60.0
1416,skirt,,,dungarees,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,60.0
1417,skirt,cockroach,,dungarees,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,40.0
1418,deer,,,dog,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,20.0,65.0
1419,deer,squid,,dog,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,65.0
1420,tram,,,helicopter,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1421,tram,caiman,,helicopter,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,30.0
1422,jeans,,,hat,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,25.0
1423,jeans,towel,,hat,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,60.0
1424,rifle,,,sword,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,40.0
1425,rifle,bus,,sword,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,40.0
1426,sword,,,rifle,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,20.0,45.0
1427,sword,beaver,,rifle,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1428,harp,,,violin,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,20.0,70.0
1429,harp,chicken,,violin,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,60.0
1430,beanie,,,coat,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,65.0
1431,beanie,club,,coat,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,60.0
1432,stork,,,swan,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,70.0
1433,stork,sole,,swan,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,65.0
1434,accordion,,,piano,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,70.0
1435,accordion,monkey,,piano,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,60.0
1436,anvil,,,plane,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,20.0
1437,anvil,fruit fly,,plane,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,30.0
1438,sword,,,pistol,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,20.0,40.0
1439,sword,orca,,pistol,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1440,clarinet,,,bassoon,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,85.0
1441,clarinet,chameleon,,bassoon,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,70.0
1442,clarinet,,,trombone,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,60.0
1443,clarinet,dog,,trombone,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,60.0
1444,bazooka,,,club,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,20.0
1445,bazooka,beaver,,club,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,40.0
1446,maybug,,,cricket,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,70.0
1447,maybug,wrench,,cricket,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,50.0
1448,stove,,,place mat,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,20.0,25.0
1449,stove,dragonfly,,place mat,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,25.0
1450,guitar,,,triangle,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,30.0
1451,guitar,jeep,,triangle,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,30.0
1452,socks,,,pyjamas,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,65.0
1453,socks,club,,pyjamas,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,45.0
1454,sled,,,(hot air) balloon,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,10.0
1455,sled,level,,(hot air) balloon,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,20.0
1456,machine gun,,,club,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,30.0
1457,machine gun,dinosaur,,club,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,30.0
1458,bow,,,club,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,40.0
1459,bow,caiman,,club,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,30.0
1460,screwdriver,,,drill,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,70.0
1461,screwdriver,carp,,drill,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1462,butterfly,,,dragonfly,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,70.0
1463,butterfly,chameleon,,dragonfly,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,70.0
1464,stick,,,knuckle dusters,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1465,stick,chickadee,,knuckle dusters,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,30.0
1466,salamander,,,turtle,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,60.0
1467,salamander,drum,,turtle,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,45.0
1468,worm,,,cockroach,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,60.0
1469,worm,chicken,,cockroach,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,65.0
1470,anvil,,,plane,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,20.0
1471,anvil,squirrel,,plane,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1472,ant,,,flee,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,70.0
1473,ant,anvil,,flee,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,50.0
1474,eel,,,orca,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,65.0
1475,eel,belt,,orca,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,65.0
1476,plough,,,adjustable spanner,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,25.0
1477,plough,can opener,,adjustable spanner,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,65.0
1478,earwig,,,bee,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,65.0
1479,earwig,swallow,,bee,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,70.0
1480,stove,,,plate,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,40.0
1481,stove,stick,,plate,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,40.0
1482,centipede,,,leech,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,45.0
1483,centipede,python,,leech,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,65.0
1484,centipede,,,fruit fly,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,50.0
1485,centipede,jeep,,fruit fly,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,50.0
1486,bee,,,bumblebee,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,95.0
1487,bee,apron,,bumblebee,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,70.0
1488,synthesizer,,,guitar,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,20.0,60.0
1489,synthesizer,hedgehog,,guitar,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1490,scooter,,,go-cart,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,65.0
1491,scooter,clamp,,go-cart,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,65.0
1492,duck,,,canary,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,70.0
1493,duck,tram,,canary,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,50.0
1494,shark,,,squid,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,45.0
1495,shark,wood louse,,squid,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,65.0
1496,sieve,,,kettle,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,20.0
1497,sieve,saxophone,,kettle,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,40.0
1498,parakeet,,,penguin,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,70.0
1499,parakeet,cymbals,,penguin,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,50.0
1500,herring,,,salmon,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,85.0
1501,herring,squirrel,,salmon,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,65.0
1502,wire brush,,,tongs,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,40.0
1503,wire brush,bathing suit,,tongs,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,30.0
1504,screwdriver,,,adjustable spanner,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,70.0
1505,screwdriver,turtle,,adjustable spanner,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,60.0
1506,llama,,,kangaroo,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,45.0
1507,llama,tram,,kangaroo,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,50.0
1508,cap,,,scarf,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,60.0
1509,cap,fly,,scarf,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1510,stick,,,knuckle dusters,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,30.0
1511,stick,harp,,knuckle dusters,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,30.0
1512,shovel,,,lawn mower,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,60.0
1513,shovel,chickadee,,lawn mower,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1514,blindworm,,,turtle,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,40.0
1515,blindworm,truck,,turtle,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1516,piano,,,harpsichord,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,85.0
1517,piano,ant,,harpsichord,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,70.0
1518,lawn mower,,,screwdriver,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,25.0
1519,lawn mower,tambourine,,screwdriver,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,30.0
1520,sheep,,,dog,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,65.0
1521,sheep,violin,,dog,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,35.0
1522,sparrow,,,pheasant,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,70.0
1523,sparrow,sheep,,pheasant,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,65.0
1524,toad,,,snake,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,45.0
1525,toad,kettle,,snake,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1526,elephant,,,cow,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,65.0
1527,elephant,paint brush,,cow,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,35.0
1528,maybug,,,caterpillar,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,45.0
1529,maybug,scooter,,caterpillar,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,45.0
1530,swan,,,blackbird,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,70.0
1531,swan,rifle,,blackbird,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1532,hamster,,,hamster,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,100.0
1533,hamster,spear,,hamster,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,100.0
1534,towel,,,spatula,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,25.0
1535,towel,van,,spatula,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,45.0
1536,coat,,,bathing suit,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1537,coat,python,,bathing suit,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,30.0
1538,mouse,,,rhinoceros,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,50.0
1539,mouse,scarf,,rhinoceros,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,25.0
1540,car,,,scooter,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,65.0
1541,car,stickleback,,scooter,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,60.0
1542,shoes,,,socks,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,70.0
1543,shoes,ladybug,,socks,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,65.0
1544,top,,,hat,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,40.0
1545,top,polar bear,,hat,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,30.0
1546,pistol,,,whip,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,30.0
1547,pistol,sole,,whip,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,45.0
1548,centipede,,,bee,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,60.0
1549,centipede,nail,,bee,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,45.0
1550,bottle,,,toaster,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,25.0
1551,bottle,skateboard,,toaster,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,30.0
1552,screwdriver,,,level,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,65.0
1553,screwdriver,fridge,,level,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,65.0
1554,trout,,,salmon,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,85.0
1555,trout,double bass,,salmon,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,85.0
1556,harp,,,harp,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,100.0
1557,harp,coat,,harp,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,100.0
1558,swallow,,,sparrow,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,85.0
1559,swallow,boat,,sparrow,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,55.0
1560,hippopotamus,,,bison,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,65.0
1561,hippopotamus,lizard,,bison,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,70.0
1562,ant,,,wasp,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,70.0
1563,ant,car,,wasp,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,50.0
1564,saxophone,,,bassoon,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,70.0
1565,saxophone,rocket,,bassoon,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,45.0
1566,van,,,cart,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,65.0
1567,van,socks,,cart,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,45.0
1568,woodpecker,,,vulture,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,60.0
1569,woodpecker,stickleback,,vulture,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,60.0
1570,coat,,,shoes,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,20.0,60.0
1571,coat,microwave oven,,shoes,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,30.0
1572,harpsichord,,,recorder,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,40.0
1573,harpsichord,machine gun,,recorder,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,30.0
1574,triangle,,,clarinet,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,5.0,20.0
1575,triangle,crow,,clarinet,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,20.0
1576,penguin,,,pelican,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,10.0,70.0
1577,penguin,stickleback,,pelican,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,0.0,70.0
1578,trout,,,sardine,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,60.0,70.0
1579,trout,piano,,sardine,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,50.0,50.0
1580,van,,,tram,High,Non-Monotonicity (Cross-Category),Giallanza Phenomena,90.0,60.0
1581,van,club,,tram,Low,Non-Monotonicity (Cross-Category),Giallanza Phenomena,100.0,60.0
